date,level,1day,7day,1month
2015-06-23,-212.035,2.145,2.095,1.925
2015-06-22,-212.03,2.135,2.09,1.915
2015-06-21,-212.02,2.125,2.085,1.905
2015-06-20,-212.01,2.115,2.075,1.9
2015-06-19,-212.0,2.105,2.065,1.9
2015-06-18,-211.99,2.1,2.055,1.9
2015-06-17,-211.985,2.095,2.05,1.895
2015-06-16,-211.98,2.09,2.045,1.895
2015-06-15,-211.975,2.085,2.035,1.895
2015-06-14,-211.97,2.075,2.025,1.89
2015-06-13,-211.96,2.065,2.015,1.89
2015-06-12,-211.95,2.055,2.005,1.89
2015-06-11,-211.94,2.05,1.995,1.89
2015-06-10,-211.935,2.045,1.985,1.89
2015-06-09,-211.93,2.035,1.98,1.885
2015-06-08,-211.92,2.025,1.975,1.885
2015-06-07,-211.91,2.015,1.97,1.885
2015-06-06,-211.9,2.005,1.965,1.885
2015-06-05,-211.89,1.995,1.96,1.885
2015-06-04,-211.88,1.985,1.95,1.885
2015-06-03,-211.87,1.98,1.945,1.875
2015-06-02,-211.865,1.975,1.945,1.875
2015-06-01,-211.86,1.97,1.94,1.875
2015-05-31,-211.855,1.965,1.935,1.875
2015-05-30,-211.85,1.96,1.925,1.875
2015-05-29,-211.845,1.95,1.915,1.88
2015-05-28,-211.835,1.945,1.905,1.885
2015-05-27,-211.83,1.945,1.9,1.885
2015-05-26,-211.83,1.94,1.9,1.885
2015-05-25,-211.825,1.935,1.9,1.885
2015-05-24,-211.82,1.925,1.895,1.885
2015-05-23,-211.81,1.915,1.895,1.885
2015-05-22,-211.8,1.905,1.895,1.89
2015-05-21,-211.79,1.9,1.89,1.89
2015-05-20,-211.785,1.9,1.89,1.895
2015-05-19,-211.785,1.9,1.89,1.895
2015-05-18,-211.785,1.895,1.89,1.9
2015-05-17,-211.78,1.895,1.89,1.905
2015-05-16,-211.78,1.895,1.885,1.91
2015-05-15,-211.78,1.89,1.885,1.915
2015-05-14,-211.775,1.89,1.885,1.92
2015-05-13,-211.775,1.89,1.885,1.925
2015-05-12,-211.775,1.89,1.885,1.94
2015-05-11,-211.775,1.89,1.885,1.965
2015-05-10,-211.775,1.885,1.875,1.975
2015-05-09,-211.77,1.885,1.875,1.98
2015-05-08,-211.77,1.885,1.875,1.98
2015-05-07,-211.77,1.885,1.875,1.98
2015-05-06,-211.77,1.885,1.88,1.985
2015-05-05,-211.77,1.885,1.885,1.99
2015-05-04,-211.77,1.875,1.885,1.995
2015-05-03,-211.76,1.875,1.885,1.995
2015-05-02,-211.76,1.875,1.885,1.995
2015-05-01,-211.76,1.875,1.885,2.0
2015-04-30,-211.76,1.88,1.885,2.01
2015-04-29,-211.765,1.885,1.89,2.015
2015-04-28,-211.77,1.885,1.89,2.02
2015-04-27,-211.77,1.885,1.895,2.025
2015-04-26,-211.77,1.885,1.895,2.03
2015-04-25,-211.77,1.885,1.9,2.035
2015-04-24,-211.77,1.885,1.905,2.04
2015-04-23,-211.77,1.89,1.91,2.045
2015-04-22,-211.775,1.89,1.915,2.05
2015-04-21,-211.775,1.895,1.92,2.055
2015-04-20,-211.78,1.895,1.925,2.06
2015-04-19,-211.78,1.9,1.94,2.065
2015-04-18,-211.785,1.905,1.965,2.07
2015-04-17,-211.79,1.91,1.975,2.075
2015-04-16,-211.795,1.915,1.98,2.08
2015-04-15,-211.8,1.92,1.98,2.085
2015-04-14,-211.805,1.925,1.98,2.095
2015-04-13,-211.81,1.94,1.985,2.105
2015-04-12,-211.825,1.965,1.99,2.115
2015-04-11,-211.85,1.975,1.995,2.135
2015-04-10,-211.86,1.98,1.995,2.145
2015-04-09,-211.865,1.98,1.995,2.155
2015-04-08,-211.865,1.98,2.0,2.165
2015-04-07,-211.865,1.985,2.005,2.175
2015-04-06,-211.87,1.99,2.01,2.185
2015-04-05,-211.875,1.995,2.015,2.195
2015-04-04,-211.88,1.995,2.02,2.205
2015-04-03,-211.88,1.995,2.025,2.215
2015-04-02,-211.88,2.0,2.03,2.225
2015-04-01,-211.885,2.005,2.035,2.235
2015-03-31,-211.89,2.01,2.04,2.245
2015-03-30,-211.895,2.015,2.045,2.245
2015-03-29,-211.9,2.02,2.05,2.245
2015-03-28,-211.905,2.025,2.055,2.245
2015-03-27,-211.91,2.03,2.06,2.26
2015-03-26,-211.915,2.035,2.065,2.275
2015-03-25,-211.92,2.04,2.07,2.29
2015-03-24,-211.925,2.045,2.075,2.305
2015-03-23,-211.93,2.05,2.08,2.32
2015-03-22,-211.935,2.055,2.085,2.335
2015-03-21,-211.94,2.06,2.095,2.365
2015-03-20,-211.945,2.065,2.105,2.395
2015-03-19,-211.95,2.07,2.115,2.45
2015-03-18,-211.955,2.075,2.135,2.465
2015-03-17,-211.96,2.08,2.145,2.475
2015-03-16,-211.965,2.085,2.155,2.49
2015-03-15,-211.97,2.095,2.165,2.505
2015-03-14,-211.98,2.105,2.175,2.55
2015-03-13,-211.99,2.115,2.185,2.595
2015-03-12,-212.0,2.135,2.195,2.625
2015-03-11,-212.02,2.145,2.205,2.65
2015-03-10,-212.03,2.155,2.215,2.655
2015-03-09,-212.04,2.165,2.225,2.66
2015-03-08,-212.05,2.175,2.235,2.665
2015-03-07,-212.06,2.185,2.245,2.67
2015-03-06,-212.07,2.195,2.26,2.68
2015-03-05,-212.08,2.205,2.275,2.69
2015-03-04,-212.09,2.215,2.29,2.695
2015-03-03,-212.1,2.225,2.305,2.7
2015-03-02,-212.11,2.235,2.32,2.705
2015-03-01,-212.12,2.245,2.335,2.71
2015-02-28,-212.13,2.26,2.365,2.73
2015-02-27,-212.145,2.275,2.395,2.735
2015-02-26,-212.16,2.29,2.45,2.74
2015-02-25,-212.175,2.305,2.465,2.745
2015-02-24,-212.19,2.32,2.475,2.75
2015-02-23,-212.205,2.335,2.49,2.755
2015-02-22,-212.22,2.365,2.505,2.765
2015-02-21,-212.25,2.395,2.55,2.77
2015-02-20,-212.28,2.45,2.595,2.775
2015-02-19,-212.335,2.465,2.625,2.78
2015-02-18,-212.35,2.475,2.65,2.785
2015-02-17,-212.36,2.49,2.655,2.79
2015-02-16,-212.375,2.505,2.66,2.795
2015-02-15,-212.39,2.55,2.665,2.805
2015-02-14,-212.435,2.595,2.67,2.805
2015-02-13,-212.48,2.625,2.68,2.815
2015-02-12,-212.51,2.65,2.69,2.825
2015-02-11,-212.535,2.655,2.695,2.845
2015-02-10,-212.54,2.66,2.7,2.865
2015-02-09,-212.545,2.665,2.705,2.875
2015-02-08,-212.55,2.67,2.71,2.885
2015-02-07,-212.555,2.68,2.715,2.915
2015-02-06,-212.565,2.69,2.715,2.935
2015-02-05,-212.575,2.695,2.72,2.935
2015-02-04,-212.58,2.7,2.73,2.945
2015-02-03,-212.585,2.705,2.735,2.95
2015-02-02,-212.59,2.71,2.74,2.955
2015-02-01,-212.595,2.715,2.745,2.955
2015-01-31,-212.6,2.715,2.75,2.955
2015-01-30,-212.6,2.72,2.755,2.955
2015-01-29,-212.605,2.73,2.765,2.955
2015-01-28,-212.615,2.735,2.77,2.95
2015-01-27,-212.62,2.74,2.775,2.95
2015-01-26,-212.625,2.745,2.78,2.945
2015-01-25,-212.63,2.75,2.785,2.945
2015-01-24,-212.635,2.755,2.79,2.945
2015-01-23,-212.64,2.765,2.795,2.945
2015-01-22,-212.65,2.77,2.805,2.95
2015-01-21,-212.655,2.775,2.805,2.95
2015-01-20,-212.66,2.78,2.815,2.95
2015-01-19,-212.665,2.785,2.825,2.95
2015-01-18,-212.67,2.79,2.845,2.95
2015-01-17,-212.675,2.795,2.865,2.95
2015-01-16,-212.68,2.805,2.875,2.95
2015-01-15,-212.69,2.805,2.885,2.95
2015-01-14,-212.69,2.815,2.915,2.95
2015-01-13,-212.7,2.825,2.935,2.95
2015-01-12,-212.71,2.845,2.935,2.95
2015-01-11,-212.73,2.865,2.945,2.95
2015-01-10,-212.75,2.875,2.95,2.95
2015-01-09,-212.76,2.885,2.955,2.95
2015-01-08,-212.77,2.915,2.955,2.95
2015-01-07,-212.8,2.935,2.955,2.945
2015-01-06,-212.82,2.935,2.955,2.945
2015-01-05,-212.82,2.945,2.955,2.945
2015-01-04,-212.83,2.95,2.95,2.94
2015-01-03,-212.835,2.955,2.95,2.94
2015-01-02,-212.84,2.955,2.945,2.94
2015-01-01,-212.84,2.955,2.945,2.94
2014-12-31,-212.84,2.955,2.945,2.935
2014-12-30,-212.84,2.955,2.945,2.935
2014-12-29,-212.84,2.95,2.95,2.935
2014-12-28,-212.835,2.95,2.95,2.935
2014-12-27,-212.835,2.945,2.95,2.935
2014-12-26,-212.83,2.945,2.95,2.945
2014-12-25,-212.83,2.945,2.95,2.98
2014-12-24,-212.83,2.945,2.95,2.98
2014-12-23,-212.83,2.95,2.95,2.98
2014-12-22,-212.835,2.95,2.95,2.98
2014-12-21,-212.835,2.95,2.95,2.985
2014-12-20,-212.835,2.95,2.95,2.98
2014-12-19,-212.835,2.95,2.95,2.98
2014-12-18,-212.835,2.95,2.95,2.98
2014-12-17,-212.835,2.95,2.95,2.98
2014-12-16,-212.835,2.95,2.95,2.985
2014-12-15,-212.835,2.95,2.95,2.985
2014-12-14,-212.835,2.95,2.945,2.985
2014-12-13,-212.835,2.95,2.945,2.975
2014-12-12,-212.835,2.95,2.945,2.97
2014-12-11,-212.835,2.95,2.94,2.965
2014-12-10,-212.835,2.95,2.94,2.955
2014-12-09,-212.835,2.95,2.94,2.95
2014-12-08,-212.835,2.945,2.94,2.95
2014-12-07,-212.83,2.945,2.935,2.945
2014-12-06,-212.83,2.945,2.935,2.945
2014-12-05,-212.83,2.94,2.935,2.94
2014-12-04,-212.825,2.94,2.935,2.94
2014-12-03,-212.825,2.94,2.945,2.945
2014-12-02,-212.825,2.94,2.98,2.945
2014-12-01,-212.825,2.935,2.98,2.95
2014-11-30,-212.82,2.935,2.98,2.955
2014-11-29,-212.82,2.935,2.98,2.95
2014-11-28,-212.82,2.935,2.985,2.945
2014-11-27,-212.82,2.945,2.98,2.94
2014-11-26,-212.83,2.98,2.98,2.935
2014-11-25,-212.865,2.98,2.98,2.93
2014-11-24,-212.865,2.98,2.98,2.925
2014-11-23,-212.865,2.98,2.985,2.92
2014-11-22,-212.865,2.985,2.985,2.915
2014-11-21,-212.87,2.98,2.985,2.915
2014-11-20,-212.865,2.98,2.975,2.91
2014-11-19,-212.865,2.98,2.97,2.91
2014-11-18,-212.865,2.98,2.965,2.91
2014-11-17,-212.865,2.985,2.955,2.905
2014-11-16,-212.87,2.985,2.95,2.9
2014-11-15,-212.87,2.985,2.95,2.9
2014-11-14,-212.87,2.975,2.945,2.9
2014-11-13,-212.86,2.97,2.945,2.895
2014-11-12,-212.855,2.965,2.94,2.89
2014-11-11,-212.85,2.955,2.94,2.88
2014-11-10,-212.84,2.95,2.945,2.87
2014-11-09,-212.835,2.95,2.945,2.865
2014-11-08,-212.835,2.945,2.95,2.855
2014-11-07,-212.83,2.945,2.96,2.85
2014-11-06,-212.83,2.94,2.955,2.845
2014-11-05,-212.825,2.94,2.95,2.84
2014-11-04,-212.825,2.945,2.945,2.835
2014-11-03,-212.83,2.945,2.94,2.825
2014-11-02,-212.83,2.95,2.935,2.815
2014-11-01,-212.835,2.96,2.93,2.81
2014-10-31,-212.845,2.955,2.925,2.8
2014-10-30,-212.84,2.95,2.92,2.8
2014-10-29,-212.835,2.945,2.915,2.79
2014-10-28,-212.83,2.94,2.915,2.785
2014-10-27,-212.825,2.935,2.91,2.78
2014-10-26,-212.82,2.93,2.91,2.77
2014-10-25,-212.815,2.925,2.91,2.76
2014-10-24,-212.81,2.92,2.905,2.755
2014-10-23,-212.805,2.915,2.9,2.745
2014-10-22,-212.8,2.915,2.9,2.735
2014-10-21,-212.8,2.91,2.9,2.725
2014-10-20,-212.795,2.91,2.895,2.715
2014-10-19,-212.795,2.91,2.89,2.705
2014-10-18,-212.795,2.905,2.88,2.695
2014-10-17,-212.79,2.9,2.87,2.68
2014-10-16,-212.785,2.9,2.865,2.67
2014-10-15,-212.785,2.9,2.855,2.66
2014-10-14,-212.785,2.895,2.85,2.65
2014-10-13,-212.78,2.89,2.845,2.64
2014-10-12,-212.775,2.88,2.84,2.63
2014-10-11,-212.765,2.87,2.835,2.62
2014-10-10,-212.755,2.865,2.825,2.615
2014-10-09,-212.75,2.855,2.815,2.605
2014-10-08,-212.74,2.85,2.81,2.595
2014-10-07,-212.735,2.845,2.8,2.585
2014-10-06,-212.73,2.84,2.79,2.575
2014-10-05,-212.725,2.835,2.785,2.565
2014-10-04,-212.72,2.825,2.78,2.555
2014-10-03,-212.71,2.815,2.77,2.545
2014-10-02,-212.7,2.81,2.76,2.535
2014-10-01,-212.695,2.8,2.755,2.525
2014-09-30,-212.685,2.79,2.745,2.5
2014-09-29,-212.675,2.785,2.735,2.485
2014-09-28,-212.67,2.78,2.725,2.475
2014-09-27,-212.665,2.77,2.715,2.465
2014-09-26,-212.655,2.76,2.705,2.455
2014-09-25,-212.645,2.755,2.695,2.445
2014-09-24,-212.64,2.745,2.68,2.435
2014-09-23,-212.63,2.735,2.67,2.42
2014-09-22,-212.62,2.725,2.66,2.41
2014-09-21,-212.61,2.715,2.65,2.4
2014-09-20,-212.6,2.705,2.64,2.39
2014-09-19,-212.59,2.695,2.63,2.38
2014-09-18,-212.58,2.68,2.62,2.365
2014-09-17,-212.565,2.67,2.615,2.35
2014-09-16,-212.555,2.66,2.605,2.34
2014-09-15,-212.545,2.65,2.595,2.33
2014-09-14,-212.535,2.64,2.585,2.315
2014-09-13,-212.525,2.63,2.575,2.3
2014-09-12,-212.515,2.62,2.565,2.29
2014-09-11,-212.505,2.615,2.555,2.28
2014-09-10,-212.5,2.605,2.545,2.27
2014-09-09,-212.49,2.595,2.535,2.255
2014-09-08,-212.48,2.585,2.525,2.24
2014-09-07,-212.47,2.575,2.515,2.23
2014-09-06,-212.46,2.565,2.5,2.22
2014-09-05,-212.45,2.555,2.485,2.21
2014-09-04,-212.44,2.545,2.475,2.205
2014-09-03,-212.43,2.535,2.465,2.195
2014-09-02,-212.42,2.525,2.455,2.18
2014-09-01,-212.41,2.515,2.445,2.165
2014-08-31,-212.4,2.5,2.435,2.15
2014-08-30,-212.385,2.485,2.42,2.135
2014-08-29,-212.37,2.475,2.41,2.125
2014-08-28,-212.36,2.465,2.4,2.11
2014-08-27,-212.35,2.455,2.39,2.095
2014-08-26,-212.34,2.445,2.38,2.08
2014-08-25,-212.33,2.435,2.365,2.065
2014-08-24,-212.32,2.42,2.35,2.05
2014-08-23,-212.305,2.41,2.34,2.035
2014-08-22,-212.295,2.4,2.33,2.02
2014-08-21,-212.285,2.39,2.315,2.005
2014-08-20,-212.275,2.38,2.3,1.99
2014-08-19,-212.265,2.365,2.29,1.975
2014-08-18,-212.25,2.35,2.28,1.96
2014-08-17,-212.235,2.34,2.27,1.945
2014-08-16,-212.225,2.33,2.255,1.935
2014-08-15,-212.215,2.315,2.24,1.925
2014-08-14,-212.2,2.3,2.23,1.91
2014-08-13,-212.185,2.29,2.22,1.895
2014-08-12,-212.175,2.28,2.21,1.885
2014-08-11,-212.165,2.27,2.205,1.87
2014-08-10,-212.155,2.255,2.195,1.855
2014-08-09,-212.14,2.24,2.18,1.84
2014-08-08,-212.125,2.23,2.165,1.825
2014-08-07,-212.115,2.22,2.15,1.81
2014-08-06,-212.105,2.21,2.135,1.795
2014-08-05,-212.095,2.205,2.125,1.78
2014-08-04,-212.09,2.195,2.11,1.765
2014-08-03,-212.08,2.18,2.095,1.75
2014-08-02,-212.065,2.165,2.08,1.735
2014-08-01,-212.05,2.15,2.065,1.725
2014-07-31,-212.035,2.135,2.05,1.715
2014-07-30,-212.02,2.125,2.035,1.715
2014-07-29,-212.01,2.11,2.02,1.7
2014-07-28,-211.995,2.095,2.005,1.685
2014-07-27,-211.98,2.08,1.99,1.67
2014-07-26,-211.965,2.065,1.975,1.66
2014-07-25,-211.95,2.05,1.96,1.65
2014-07-24,-211.935,2.035,1.945,1.645
2014-07-23,-211.92,2.02,1.935,1.64
2014-07-22,-211.905,2.005,1.925,1.635
2014-07-21,-211.89,1.99,1.91,1.625
2014-07-20,-211.875,1.975,1.895,1.615
2014-07-19,-211.86,1.96,1.885,1.605
2014-07-18,-211.845,1.945,1.87,1.595
2014-07-17,-211.83,1.935,1.855,1.585
2014-07-16,-211.82,1.925,1.84,1.575
2014-07-15,-211.81,1.91,1.825,1.565
2014-07-14,-211.795,1.895,1.81,1.555
2014-07-13,-211.78,1.885,1.795,1.545
2014-07-12,-211.77,1.87,1.78,1.53
2014-07-11,-211.755,1.855,1.765,1.52
2014-07-10,-211.74,1.84,1.75,1.51
2014-07-09,-211.725,1.825,1.735,1.5
2014-07-08,-211.71,1.81,1.725,1.49
2014-07-07,-211.695,1.795,1.715,1.48
2014-07-06,-211.68,1.78,1.7,1.47
2014-07-05,-211.665,1.765,1.685,1.46
2014-07-04,-211.65,1.75,1.67,1.45
2014-07-03,-211.635,1.735,1.66,1.44
2014-07-02,-211.62,1.725,1.65,1.43
2014-07-01,-211.61,1.715,1.645,1.42
2014-06-30,-211.6,1.7,1.64,1.39
2014-06-29,-211.585,1.685,1.635,1.375
2014-06-28,-211.57,1.67,1.625,1.365
2014-06-27,-211.555,1.66,1.615,1.355
2014-06-26,-211.545,1.65,1.605,1.345
2014-06-25,-211.535,1.645,1.595,1.335
2014-06-24,-211.53,1.64,1.585,1.325
2014-06-23,-211.525,1.635,1.575,1.315
2014-06-22,-211.52,1.625,1.565,1.305
2014-06-21,-211.51,1.615,1.555,1.295
2014-06-20,-211.5,1.605,1.545,1.29
2014-06-19,-211.49,1.595,1.53,1.28
2014-06-18,-211.48,1.585,1.52,1.27
2014-06-17,-211.47,1.575,1.51,1.26
2014-06-16,-211.46,1.565,1.5,1.25
2014-06-15,-211.45,1.555,1.49,1.24
2014-06-14,-211.44,1.545,1.48,1.235
2014-06-13,-211.43,1.53,1.47,1.225
2014-06-12,-211.415,1.52,1.46,1.22
2014-06-11,-211.405,1.51,1.45,1.215
2014-06-10,-211.395,1.5,1.44,1.21
2014-06-09,-211.385,1.49,1.43,1.205
2014-06-08,-211.375,1.48,1.42,1.225
2014-06-07,-211.365,1.47,1.405,1.225
2014-06-06,-211.355,1.46,1.39,1.22
2014-06-05,-211.345,1.45,1.375,1.215
2014-06-04,-211.335,1.44,1.365,1.21
2014-06-03,-211.325,1.43,1.355,1.205
2014-06-02,-211.315,1.42,1.345,1.2
2014-06-01,-211.305,1.405,1.335,1.195
2014-05-31,-211.29,1.39,1.325,1.185
2014-05-30,-211.275,1.375,1.315,1.185
2014-05-29,-211.26,1.365,1.305,1.175
2014-05-28,-211.25,1.355,1.295,1.165
2014-05-27,-211.24,1.345,1.29,1.155
2014-05-26,-211.23,1.335,1.28,1.15
2014-05-25,-211.22,1.325,1.27,1.15
2014-05-24,-211.21,1.315,1.26,1.145
2014-05-23,-211.2,1.305,1.25,1.145
2014-05-22,-211.19,1.295,1.24,1.145
2014-05-21,-211.18,1.29,1.235,1.14
2014-05-20,-211.175,1.28,1.225,1.14
2014-05-19,-211.165,1.27,1.22,1.14
2014-05-18,-211.155,1.26,1.215,1.14
2014-05-17,-211.145,1.25,1.21,1.14
2014-05-16,-211.135,1.24,1.205,1.14
2014-05-15,-211.125,1.235,1.225,1.135
2014-05-14,-211.12,1.225,1.225,1.13
2014-05-13,-211.11,1.22,1.22,1.125
2014-05-12,-211.105,1.215,1.215,1.125
2014-05-11,-211.1,1.21,1.21,1.125
2014-05-10,-211.095,1.205,1.205,1.125
2014-05-09,-211.09,1.225,1.2,1.125
2014-05-08,-211.11,1.225,1.195,1.125
2014-05-07,-211.11,1.22,1.185,1.125
2014-05-06,-211.105,1.215,1.175,1.125
2014-05-05,-211.1,1.21,1.165,1.125
2014-05-04,-211.095,1.205,1.155,1.125
2014-05-03,-211.09,1.2,1.15,1.125
2014-05-02,-211.085,1.195,1.15,1.125
2014-05-01,-211.08,1.185,1.145,1.125
2014-04-30,-211.07,1.175,1.145,1.13
2014-04-29,-211.06,1.165,1.145,1.13
2014-04-28,-211.05,1.155,1.14,1.13
2014-04-27,-211.04,1.15,1.14,1.13
2014-04-26,-211.035,1.15,1.14,1.13
2014-04-25,-211.035,1.145,1.14,1.135
2014-04-24,-211.03,1.145,1.14,1.135
2014-04-23,-211.03,1.145,1.14,1.135
2014-04-22,-211.03,1.14,1.135,1.135
2014-04-21,-211.025,1.14,1.13,1.135
2014-04-20,-211.025,1.14,1.125,1.135
2014-04-19,-211.025,1.14,1.125,1.135
2014-04-18,-211.025,1.14,1.125,1.14
2014-04-17,-211.025,1.14,1.125,1.14
2014-04-16,-211.025,1.135,1.125,1.145
2014-04-15,-211.02,1.13,1.125,1.155
2014-04-14,-211.015,1.125,1.125,1.165
2014-04-13,-211.01,1.125,1.125,1.185
2014-04-12,-211.01,1.125,1.125,1.195
2014-04-11,-211.01,1.125,1.125,1.205
2014-04-10,-211.01,1.125,1.125,1.215
2014-04-09,-211.01,1.125,1.125,1.235
2014-04-08,-211.01,1.125,1.125,1.24
2014-04-07,-211.01,1.125,1.13,1.24
2014-04-06,-211.01,1.125,1.13,1.24
2014-04-05,-211.01,1.125,1.13,1.24
2014-04-04,-211.01,1.125,1.13,1.245
2014-04-03,-211.01,1.125,1.13,1.245
2014-04-02,-211.01,1.125,1.13,1.245
2014-04-01,-211.01,1.13,1.135,1.255
2014-03-31,-211.015,1.13,1.135,1.255
2014-03-30,-211.015,1.13,1.135,1.255
2014-03-29,-211.015,1.13,1.135,1.255
2014-03-28,-211.015,1.13,1.135,1.255
2014-03-27,-211.015,1.13,1.135,1.255
2014-03-26,-211.015,1.135,1.135,1.26
2014-03-25,-211.02,1.135,1.14,1.26
2014-03-24,-211.02,1.135,1.14,1.26
2014-03-23,-211.02,1.135,1.145,1.265
2014-03-22,-211.02,1.135,1.155,1.265
2014-03-21,-211.02,1.135,1.165,1.265
2014-03-20,-211.02,1.135,1.185,1.265
2014-03-19,-211.02,1.14,1.195,1.265
2014-03-18,-211.025,1.14,1.205,1.265
2014-03-17,-211.025,1.145,1.215,1.265
2014-03-16,-211.03,1.155,1.235,1.265
2014-03-15,-211.04,1.165,1.24,1.27
2014-03-14,-211.05,1.185,1.24,1.275
2014-03-13,-211.07,1.195,1.24,1.275
2014-03-12,-211.08,1.205,1.24,1.28
2014-03-11,-211.09,1.215,1.245,1.285
2014-03-10,-211.1,1.235,1.245,1.285
2014-03-09,-211.12,1.24,1.245,1.285
2014-03-08,-211.125,1.24,1.255,1.285
2014-03-07,-211.125,1.24,1.255,1.285
2014-03-06,-211.125,1.24,1.255,1.285
2014-03-05,-211.125,1.245,1.26,1.285
2014-03-04,-211.13,1.245,1.26,1.285
2014-03-03,-211.13,1.245,1.26,1.285
2014-03-02,-211.13,1.255,1.265,1.285
2014-03-01,-211.14,1.255,1.265,1.295
2014-02-28,-211.14,1.255,1.265,1.31
2014-02-27,-211.14,1.26,1.265,1.315
2014-02-26,-211.145,1.26,1.265,1.315
2014-02-25,-211.145,1.26,1.265,1.315
2014-02-24,-211.145,1.265,1.265,1.315
2014-02-23,-211.15,1.265,1.265,1.32
2014-02-22,-211.15,1.265,1.27,1.325
2014-02-21,-211.15,1.265,1.275,1.325
2014-02-20,-211.15,1.265,1.275,1.33
2014-02-19,-211.15,1.265,1.28,1.335
2014-02-18,-211.15,1.265,1.285,1.34
2014-02-17,-211.15,1.265,1.285,1.345
2014-02-16,-211.15,1.27,1.285,1.325
2014-02-15,-211.155,1.275,1.285,1.335
2014-02-14,-211.16,1.275,1.285,1.345
2014-02-13,-211.16,1.28,1.285,1.355
2014-02-12,-211.165,1.285,1.285,1.355
2014-02-11,-211.17,1.285,1.285,1.355
2014-02-10,-211.17,1.285,1.285,1.355
2014-02-09,-211.17,1.285,1.285,1.345
2014-02-08,-211.17,1.285,1.295,1.355
2014-02-07,-211.17,1.285,1.295,1.365
2014-02-06,-211.17,1.285,1.295,1.37
2014-02-05,-211.17,1.285,1.3,1.375
2014-02-04,-211.17,1.285,1.31,1.38
2014-02-03,-211.17,1.285,1.315,1.39
2014-02-02,-211.17,1.295,1.315,1.4
2014-02-01,-211.18,1.295,1.315,1.405
2014-01-31,-211.18,1.295,1.315,1.405
2014-01-30,-211.18,1.3,1.32,1.405
2014-01-29,-211.185,1.31,1.325,1.405
2014-01-28,-211.195,1.315,1.325,1.405
2014-01-27,-211.2,1.315,1.33,1.405
2014-01-26,-211.2,1.315,1.335,1.4
2014-01-25,-211.2,1.315,1.34,1.4
2014-01-24,-211.2,1.32,1.345,1.405
2014-01-23,-211.205,1.325,1.325,1.405
2014-01-22,-211.21,1.325,1.335,1.405
2014-01-21,-211.21,1.33,1.345,1.405
2014-01-20,-211.215,1.335,1.355,1.405
2014-01-19,-211.22,1.34,1.355,1.415
2014-01-18,-211.225,1.345,1.355,1.415
2014-01-17,-211.23,1.325,1.355,1.415
2014-01-16,-211.21,1.335,1.345,1.415
2014-01-15,-211.22,1.345,1.355,1.415
2014-01-14,-211.23,1.355,1.365,1.435
2014-01-13,-211.24,1.355,1.37,1.475
2014-01-12,-211.24,1.355,1.375,1.485
2014-01-11,-211.24,1.355,1.38,1.505
2014-01-10,-211.24,1.345,1.39,1.515
2014-01-09,-211.23,1.355,1.4,1.515
2014-01-08,-211.24,1.365,1.405,1.515
2014-01-07,-211.25,1.37,1.405,1.515
2014-01-06,-211.255,1.375,1.405,1.515
2014-01-05,-211.26,1.38,1.405,1.515
2014-01-04,-211.265,1.39,1.405,1.525
2014-01-03,-211.275,1.4,1.405,1.525
2014-01-02,-211.285,1.405,1.4,1.525
2014-01-01,-211.29,1.405,1.4,1.525
2013-12-31,-211.29,1.405,1.405,1.52
2013-12-30,-211.29,1.405,1.405,1.52
2013-12-29,-211.29,1.405,1.405,1.52
2013-12-28,-211.29,1.405,1.405,1.52
2013-12-27,-211.29,1.4,1.405,1.52
2013-12-26,-211.285,1.4,1.415,1.52
2013-12-25,-211.285,1.405,1.415,1.52
2013-12-24,-211.29,1.405,1.415,1.515
2013-12-23,-211.29,1.405,1.415,1.515
2013-12-22,-211.29,1.405,1.415,1.515
2013-12-21,-211.29,1.405,1.435,1.515
2013-12-20,-211.29,1.415,1.475,1.515
2013-12-19,-211.3,1.415,1.485,1.51
2013-12-18,-211.3,1.415,1.505,1.51
2013-12-17,-211.3,1.415,1.515,1.505
2013-12-16,-211.3,1.415,1.515,1.5
2013-12-15,-211.3,1.435,1.515,1.5
2013-12-14,-211.32,1.475,1.515,1.495
2013-12-13,-211.36,1.485,1.515,1.495
2013-12-12,-211.37,1.505,1.515,1.49
2013-12-11,-211.39,1.515,1.525,1.485
2013-12-10,-211.4,1.515,1.525,1.48
2013-12-09,-211.4,1.515,1.525,1.475
2013-12-08,-211.4,1.515,1.525,1.47
2013-12-07,-211.4,1.515,1.52,1.47
2013-12-06,-211.4,1.515,1.52,1.465
2013-12-05,-211.4,1.525,1.52,1.46
2013-12-04,-211.41,1.525,1.52,1.455
2013-12-03,-211.41,1.525,1.52,1.445
2013-12-02,-211.41,1.525,1.52,1.435
2013-12-01,-211.41,1.52,1.515,1.435
2013-11-30,-211.405,1.52,1.515,1.425
2013-11-29,-211.405,1.52,1.515,1.42
2013-11-28,-211.405,1.52,1.515,1.415
2013-11-27,-211.405,1.52,1.515,1.405
2013-11-26,-211.405,1.52,1.51,1.395
2013-11-25,-211.405,1.515,1.51,1.385
2013-11-24,-211.4,1.515,1.505,1.375
2013-11-23,-211.4,1.515,1.5,1.37
2013-11-22,-211.4,1.515,1.5,1.365
2013-11-21,-211.4,1.515,1.495,1.36
2013-11-20,-211.4,1.51,1.495,1.355
2013-11-19,-211.395,1.51,1.49,1.35
